Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY15-16,10/10/2015,8142,Public Defender's Investigator,790,COMMN,7180,3035,3689,,37.9375,39.8375,41.825,43.9125,46.1125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8143,Sr Public Defenders Invstgtor,790,COMMN,7350,3295,4006,,41.1875,43.25,45.4125,47.6875,50.075,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8146,District Attry's Investigator,419,COMMN,8146H,3387,4323,,42.3375,44.4625,46.675,49.0125,51.4625,54.0375,,,,,,,,,,,,,,
FY15-16,10/10/2015,8147,Sr District Atty Investigator,419,COMMN,8147H,3679,4695,,45.9875,48.275,50.7,53.225,55.8875,58.6875,,,,,,,,,,,,,,
FY15-16,10/10/2015,8149,Asst Chf Dist Atty's Invstgtor,419,COMMN,8149H,3921,5005,,49.0125,51.4625,54.0375,56.7375,59.575,62.5625,,,,,,,,,,,,,,
FY15-16,10/10/2015,8151,"Claims Investigator, CA",22,COMMN,7420,3410,4145,,42.625,44.7625,47,49.35,51.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8152,"SrClaimsInvstgtor,Cty Atty Ofc",22,COMMN,7620,3760,4570,,47,49.35,51.8125,54.4,57.125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8157,Child Support Officer I,790,COMMN,6510,2188,2660,,27.35,28.7125,30.15,31.6625,33.25,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8158,Child Support Officer II,790,COMMN,6815,2539,3087,,31.7375,33.325,35,36.75,38.5875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8159,Child Support Officer III,790,COMMN,7175,3027,3679,,37.8375,39.725,41.7125,43.7875,45.9875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8165,Worker's Comp Supervisor 1,790,COMMN,7535,3608,4385,,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8167,Admin Hearing Examiner,21,SFMTA,7220,3093,3760,,38.6625,40.6,42.625,44.7625,47,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8168,Administrative Hearing Sup,1,SFMTA,7495,3537,4299,,44.2125,46.425,48.7375,51.175,53.7375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8169,Legislative Asst City Atty Ofc,22,COMMN,6850,2582,3138,,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8170,Medical Claims Supervisor,790,COMMN,7195,3056,3714,,38.2,40.1,42.1125,44.2125,46.425,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8173,Legal Assistant,21,COMMN,6950,2711,3295,,33.8875,35.5875,37.3625,39.225,41.1875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8177,Attorney (Civil/Criminal),311,COMMN,8177H,4152,7273,,51.9,54.5,55.8375,57.2125,60.0875,63.075,64.6375,66.2125,67.875,71.25,74.8125,78.525,80.475,82.475,86.6125,90.9125,,,,
FY15-16,10/10/2015,8181,Assistant Chief Attorney 1,311,COMMN,8820,6753,8208,,84.4125,88.625,93.0625,97.7125,102.6,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8182,"Head Atty, Civil & Criminal",311,COMMN,8720,6431,7817,,80.3875,84.4125,88.625,93.0625,97.7125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8183,Assistant Chief Attorney 2,311,COMMN,8920,7090,8618,,88.625,93.0625,97.7125,102.6,107.725,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8190,"Attorney, Tax Collector",311,COMMN,8680,6309,7668,,78.8625,82.8,86.9375,91.2875,95.85,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8193,Chief Atty1 (Civil & Criminal),311,COMMN,8940,7162,8706,,89.525,94,98.7,103.6375,108.825,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8201,School Crossing Guard,790,COMMN,8201H,1351,1351,,16.8875,,,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8202,Security Guard,790,COMMN,8202H,1686,2048,6,21.075,22.1125,23.225,24.3875,25.6,25.6,25.6,26.8875,28.225,29.6375,31.125,,,,,,,,,
FY15-16,10/10/2015,8204,Institutional Police Officer,790,COMMN,6690,2388,2902,,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8205,Institutional Police Sergeant,969,COMMN,8205H,2696,4699,,46,48.3375,50.7375,53.2875,55.9375,58.7375,33.7,35.4125,37.175,39.025,40.975,,,,,,,,,
FY15-16,10/10/2015,8207,Bldg & Grounds Patrol Officer,790,COMMN,6375,2048,2490,,25.6,26.8875,28.225,29.6375,31.125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8208,Park Patrol Officer,790,COMMN,6375,2048,2490,,25.6,26.8875,28.225,29.6375,31.125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8210,Head Park Patrol Officer,790,COMMN,6815,2539,3087,,31.7375,33.325,35,36.75,38.5875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8211,Supv Bldg Grounds Patrol Ofcr,790,COMMN,6525,2204,2679,,27.55,28.925,30.375,31.8875,33.4875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8214,Parking Control Officer,790,SFMTA,8214H,1927,2483,,24.0875,24.8125,26.05,27.35,28.7125,30.15,31.0375,,,,,,,,,,,,,
FY15-16,10/10/2015,8216,Senior Parking Control Officer,790,SFMTA,8216H,2303,2969,,28.7875,29.6375,31.125,32.675,34.3125,36.025,37.1125,,,,,,,,,,,,,
FY15-16,10/10/2015,8217,Comm Pol Svcs Aide Supervisor,790,COMMN,6825,2551,3101,,31.8875,33.4875,35.1625,36.9125,38.7625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8219,Parking Enforcement Admin,21,COMMN,7220,3093,3760,,38.6625,40.6,42.625,44.7625,47,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8220,"Director, Parking Enforcement",351,COMMN,7425,3418,4155,,42.725,44.8625,47.1125,49.4625,51.9375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8226,Museum Guard,790,COMMN,6375,2048,2490,6,25.6,26.8875,28.225,29.6375,31.125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8228,Museum Sec Supv,790,COMMN,6595,2281,2772,,28.5125,29.9375,31.425,33,34.65,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8229,Mgr Museum Security Services,351,COMMN,6935,2693,3273,,33.6625,35.3375,37.1125,38.9625,40.9125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8234,Fire Alarm Dispatcher,790,COMMN,6835,2564,3117,,32.05,33.6625,35.3375,37.1125,38.9625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8236,Chief Fire Alarm Dispatcher,790,COMMN,7185,3041,3696,,38.0125,39.9125,41.9125,44,46.2,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8237,Public Safety Comm Tech,790,COMMN,6835,2564,3117,,32.05,33.6625,35.3375,37.1125,38.9625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8238,Public SafetyComm Disp,790,COMMN,7185,3041,3696,,38.0125,39.9125,41.9125,44,46.2,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8239,Public SafetyComm Supv,790,COMMN,7425,3418,4155,,42.725,44.8625,47.1125,49.4625,51.9375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8240,Pub Safety Communication Coord,21,COMMN,7400,3378,4106,,42.225,44.3375,46.55,48.875,51.325,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8247,Emergency Planning Coordinator,1,COMMN,7090,2902,3527,,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8249,Fingerprint Technician 1,790,COMMN,6345,2019,2454,,25.2375,26.5,27.825,29.2125,30.675,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8250,Fingerprint Technician 2,790,COMMN,6505,2183,2654,,27.2875,28.65,30.0875,31.5875,33.175,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8251,Fingerprint Technician 3,790,COMMN,6655,2348,2855,,29.35,30.825,32.3625,33.9875,35.6875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8252,Forensic Latent Examiner I,21,COMMN,6850,2582,3138,,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8253,Forensic Latent Examiner II,21,COMMN,7125,2953,3589,,36.9125,38.7625,40.7,42.725,44.8625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8254,Forensic Latent Examiner Sup,21,COMMN,7325,3256,3957,,40.7,42.725,44.8625,47.1125,49.4625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8259,Criminalist I,21,COMMN,6970,2737,3327,,34.2125,35.925,37.725,39.6125,41.5875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8260,Criminalist II,21,COMMN,7580,3689,4484,,46.1125,48.4125,50.8375,53.375,56.05,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8262,Criminalist III,21,COMMN,8080,4708,5723,,58.85,61.7875,64.875,68.125,71.5375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8263,Crime Lab Mgr,351,COMMN,8140,4848,5893,,60.6,63.625,66.8125,70.15,73.6625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8264,Forensic Document Examiner,21,COMMN,7520,3581,4352,,44.7625,47,49.35,51.8125,54.4,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8274,Police Cadet,790,COMMN,5465,1320,1600,,16.5,17.3125,18.175,19.05,20,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8300,Sheriff's Cadet,790,COMMN,5875,1607,1951,,20.0875,21.075,22.1125,23.225,24.3875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8301,Sheriff's Property Keeper,790,COMMN,6295,1970,2395,,24.625,25.8625,27.15,28.5125,29.9375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8302,Deputy Sheriff 1,498,COMMN,8302H,2499,3191,,31.2375,38,39.8875,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8304,Deputy Sheriff,498,COMMN,8304H,3040,3875,,38,39.8875,40.875,41.8625,42.9,43.95,45.0625,46.1375,47.275,48.4375,,,,,,,,,,
FY15-16,10/10/2015,8306,Senior Deputy Sheriff,498,COMMN,8306H,3365,4295,,42.0625,44.1875,46.3875,48.725,51.125,53.6875,,,,,,,,,,,,,,
FY15-16,10/10/2015,8308,Sheriff's Sergeant,499,COMMN,8308H,3680,4699,,46,48.3375,50.7375,53.2875,55.9375,58.7375,,,,,,,,,,,,,,
FY15-16,10/10/2015,8310,Sheriff's Lieutenant,499,COMMN,8310H,4222,5386,,52.775,55.4125,58.2,61.1125,64.15,67.325,,,,,,,,,,,,,,
FY15-16,10/10/2015,8312,Sheriff's Captain,499,COMMN,8312H,4842,6177,,60.525,63.55,66.7375,70.05,73.55,77.2125,,,,,,,,,,,,,,
FY15-16,10/10/2015,8314,Chief Deputy Sheriff,499,COMMN,8314H,5339,6809,,66.7375,70.05,73.55,77.2125,81.1375,85.1125,,,,,,,,,,,,,,
FY15-16,10/10/2015,8316,Assistant Counselor,790,COMMN,6305,1980,2407,,24.75,25.9875,27.2875,28.65,30.0875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8318,Counselor 2,790,COMMN,6950,2711,3295,,33.8875,35.5875,37.3625,39.225,41.1875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8320,"Counselor, Juvenile Hall",790,COMMN,6570,2252,2737,,28.15,29.5625,31.0375,32.5875,34.2125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8321,"Counselor, Log Cabin Ranch",790,COMMN,6720,2424,2946,,30.3,31.8125,33.4,35.075,36.825,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8322,"Sr Counselor, Juvenile Hall",856,COMMN,7100,2918,3547,,36.475,38.3,40.2125,42.225,44.3375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8324,"Sprv Counselor, Juvenile Court",856,COMMN,7160,3005,3653,,37.5625,39.4375,41.4125,43.4875,45.6625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8326,"Asst Dir, Log Cabin Rnch",351,COMMN,8326H,2896,3520,6,36.2,38.0125,39.9125,41.9125,44,46.2,48.5125,,,,,,,,,,,,,
FY15-16,10/10/2015,8340,"Asst Director, Juvenile Hall",351,COMMN,8340H,3012,3661,6,37.65,39.525,41.5,43.575,45.7625,48.05,50.45,,,,,,,,,,,,,
FY15-16,10/10/2015,8414,"Sprv Prob Ofc, Juv Court",965,COMMN,7535,3608,4385,,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8415,"Sr Sprv Prob Ofc, Juv Prob",351,COMMN,7730,3966,4821,,49.575,52.05,54.65,57.3875,60.2625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8420,Rehabilitation Svcs Coord,790,COMMN,7125,2953,3589,,36.9125,38.7625,40.7,42.725,44.8625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8434,Sprv Adult Probation Ofc,965,COMMN,7535,3608,4385,,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8444,Deputy Probation Officer,651,COMMN,8444H,2425,3933,,30.3125,31.775,33.3375,35,36.7125,38.5375,40.4375,42.4875,44.5375,46.8125,49.1625,,,,,,,,,
FY15-16,10/10/2015,8446,Court Alternative Specialist 1,1,COMMN,6600,2287,2779,,28.5875,30.0125,31.5125,33.0875,34.7375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8452,Criminal Justice Specialist 2,790,COMMN,7235,3117,3788,,38.9625,40.9125,42.95,45.1,47.35,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8504,Deputy Sheriff (SFERS),498,COMMN,8504H,3040,3875,,38,39.8875,40.875,41.8625,42.9,43.95,45.0625,46.1375,47.275,48.4375,,,,,,,,,,
FY15-16,10/10/2015,8506,Senior Deputy Sheriff (SFERS),498,COMMN,8506H,3365,4295,,42.0625,44.1875,46.3875,48.725,51.125,53.6875,,,,,,,,,,,,,,
FY15-16,10/10/2015,8508,Sheriff's Sergeant (SFERS),499,COMMN,8508H,3680,4699,,46,48.3375,50.7375,53.2875,55.9375,58.7375,,,,,,,,,,,,,,
FY15-16,10/10/2015,8510,Sheriff's Lieutenant (SFERS),499,COMMN,8510H,4222,5386,,52.775,55.4125,58.2,61.1125,64.15,67.325,,,,,,,,,,,,,,
FY15-16,10/10/2015,8512,Sheriff's Captain (SFERS),499,COMMN,8512H,4842,6177,,60.525,63.55,66.7375,70.05,73.55,77.2125,,,,,,,,,,,,,,
FY15-16,10/10/2015,8514,Chief Deputy Sheriff (SFERS),499,COMMN,8514H,5339,6809,,66.7375,70.05,73.55,77.2125,81.1375,85.1125,,,,,,,,,,,,,,
FY15-16,10/10/2015,8529,Probation Assistant,790,COMMN,6285,1960,2383,,24.5,25.725,27.0125,28.3625,29.7875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8530,Deputy Probation Officer SFERS,651,COMMN,8530H,2425,3933,,30.3125,31.775,33.3375,35,36.7125,38.5375,40.4375,42.4875,44.5375,46.8125,49.1625,,,,,,,,,
FY15-16,10/10/2015,8532,"Sprv Prob Ofc, Juv Crt (SFERS)",965,COMMN,7535,3608,4385,,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8534,Sprv Adult Prob Ofc (SFERS),965,COMMN,7535,3608,4385,,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8540,"Sr Sprv Prob Ofc,Juv Prb SFERS",351,COMMN,7730,3966,4821,,49.575,52.05,54.65,57.3875,60.2625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8550,Dist Atty Investigator (SFERS),419,COMMN,8550H,3387,4323,,42.3375,44.4625,46.675,49.0125,51.4625,54.0375,,,,,,,,,,,,,,
FY15-16,10/10/2015,8552,Sr DA Investigator(SFERS),419,COMMN,8552H,3679,4695,,45.9875,48.275,50.7,53.225,55.8875,58.6875,,,,,,,,,,,,,,
FY15-16,10/10/2015,8554,Asst Chf DA Invstgtor (SFERS),419,COMMN,8554H,3921,5005,,49.0125,51.4625,54.0375,56.7375,59.575,62.5625,,,,,,,,,,,,,,
FY15-16,10/10/2015,8560,Assistant Counselor (SFERS),790,COMMN,6305,1980,2407,,24.75,25.9875,27.2875,28.65,30.0875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8562,"Counselor, Juvenile Hall SFERS",790,COMMN,6570,2252,2737,,28.15,29.5625,31.0375,32.5875,34.2125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8564,"Counselor,Log Cabin Rnch SFERS",790,COMMN,6720,2424,2946,,30.3,31.8125,33.4,35.075,36.825,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8566,Counselor 2 (SFERS),790,COMMN,6950,2711,3295,,33.8875,35.5875,37.3625,39.225,41.1875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8568,"Sr Cnselor, Juv Hall (SFERS)",856,COMMN,7100,2918,3547,,36.475,38.3,40.2125,42.225,44.3375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8572,"Sprv Counselor, Juv Crt SFERS",856,COMMN,7160,3005,3653,,37.5625,39.4375,41.4125,43.4875,45.6625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8574,"Asst Dir, Log Cabn Rnh (SFERS)",351,COMMN,8574H,2896,3520,6,36.2,38.0125,39.9125,41.9125,44,46.2,48.5125,,,,,,,,,,,,,
FY15-16,10/10/2015,8578,"Asst Dir, Juv Hall (SFERS)",351,COMMN,8578H,3012,3661,6,37.65,39.525,41.5,43.575,45.7625,48.05,50.45,,,,,,,,,,,,,
FY15-16,10/10/2015,8600,Emergency Services Assistant,21,COMMN,6405,2079,2527,,25.9875,27.2875,28.65,30.0875,31.5875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8601,Emergency Services Coord I,21,COMMN,6690,2388,2902,,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8602,Emergency Services Coord II,21,COMMN,7090,2902,3527,,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8603,Emergency Services Coord III,21,COMMN,7440,3446,4188,,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY15-16,10/10/2015,8604,Emergency Services Coord IV,21,COMMN,7790,4082,4961,,51.025,53.575,56.25,59.0625,62.0125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9102,Transit Car Cleaner,790,SFMTA,6365,2038,2478,,25.475,26.75,28.0875,29.5,30.975,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9104,Transit Car Cleaner Asst Sprv,790,SFMTA,6555,2236,2719,,27.95,29.35,30.825,32.3625,33.9875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9110,Fare Collections Receiver,790,SFMTA,6365,2038,2478,,25.475,26.75,28.0875,29.5,30.975,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9116,Sr Fare Collections Receiver,790,SFMTA,6665,2360,2868,,29.5,30.975,32.525,34.15,35.85,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9117,Pr Fare Collections Receiver,790,SFMTA,7135,2969,3608,,37.1125,38.9625,40.9125,42.95,45.1,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9118,Transit Revenue Supervisor,790,SFMTA,7215,3087,3752,,38.5875,40.5125,42.5375,44.675,46.9,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9122,Transit Information Clerk,790,SFMTA,6545,2226,2706,,27.825,29.2125,30.675,32.2125,33.825,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9124,Sr Transit Information Clerk,790,SFMTA,6635,2326,2827,,29.075,30.525,32.05,33.6625,35.3375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9126,Transit Traffic Checker,790,SFMTA,6565,2247,2732,,28.0875,29.5,30.975,32.525,34.15,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9128,Senior Transit Traffic Checker,790,SFMTA,6715,2418,2940,,30.225,31.7375,33.325,35,36.75,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9131,"Station Agent, Muni Railway",790,SFMTA,6925,2679,3256,,33.4875,35.1625,36.9125,38.7625,40.7,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9132,Transit Fare Inspector,254,SFMTA,6495,2172,2640,,27.15,28.5125,29.9375,31.425,33,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9142,Transit Manager 3,351,SFMTA,7885,4278,5200,,53.475,56.15,58.9625,61.9,65,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9143,Sr Opers Mgr,351,SFMTA,8230,5062,6153,,63.275,66.4375,69.7625,73.25,76.9125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9144,"Investigator,Taxi & AccessSvcs",1,COMMN,7170,3018,3668,,37.725,39.6125,41.5875,43.6625,45.85,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9145,Traffic Signal Electrician,6,SFMTA,9145H,4221,4221,,52.7625,,,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9146,"Manager, Accessible Services",351,SFMTA,7395,3369,4094,,42.1125,44.2125,46.425,48.7375,51.175,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9147,Traf Signal Electrician Sup I,6,SFMTA,9147H,4742,4742,,59.275,,,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9149,Traf Signal Electrician Sup II,6,SFMTA,9149H,5298,5298,,66.225,,,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9151,"Real Estate Devt. Mgr, SFMTA",21,SFMTA,7790,4082,4961,,51.025,53.575,56.25,59.0625,62.0125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9155,Claims Investigator,200,COMMN,7430,3426,4164,,42.825,44.9625,47.2125,49.575,52.05,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9156,Senior Claims Investigator,200,COMMN,7630,3777,4591,,47.2125,49.575,52.05,54.65,57.3875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9157,Claims Adjuster,200,COMMN,7630,3777,4591,,47.2125,49.575,52.05,54.65,57.3875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9163,Transit Operator,253,SFMTA,9163H,1585,2517,6,19.8177,22.7274,25.6371,28.5469,31.4566,19.8177,22.0196,23.5925,25.1653,26.7381,28.3109,29.8838,31.4566,,,,,,,
FY15-16,10/10/2015,9184,"Deputy General Manager,DPT",351,SFMTA,9184H,6035,7720,,75.4375,79.3625,83.3375,87.475,91.8625,96.5,,,,,,,,,,,,,,
FY15-16,10/10/2015,9185,"Chf Opr Ofc, Publ Transp Dept",351,SFMTA,9185H,7567,9664,,94.5875,99.3125,104.3375,109.575,115.075,120.8,,,,,,,,,,,,,,
FY15-16,10/10/2015,9189,Dir of Planning Muni Railway,351,SFMTA,8085,4717,5733,,58.9625,61.9,65,68.25,71.6625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9195,Light Rail Vehicle Equip Eng,21,SFMTA,7940,4397,5345,,54.9625,57.7125,60.6,63.625,66.8125,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9196,Sr Light Rail Veh Equip Eng,21,SFMTA,8240,5090,6187,,63.625,66.8125,70.15,73.65,77.3375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9197,Signal and Systems Engineer,21,SFMTA,9197H,6017,6017,2,75.2125,77.0875,79.0125,81,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9202,Airport Communications Disp,790,COMMN,6965,2732,3320,,34.15,35.85,37.65,39.525,41.5,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9203,Sr Airport Communications Disp,790,COMMN,7165,3012,3661,,37.65,39.525,41.5,43.575,45.7625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9204,Airports Communications Sprv,790,COMMN,7315,3241,3940,,40.5125,42.5375,44.675,46.9,49.25,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9206,Airport Property Specialist 1,21,COMMN,7425,3418,4155,,42.725,44.8625,47.1125,49.4625,51.9375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9209,Community Police Services Aide,790,COMMN,6525,2204,2679,,27.55,28.925,30.375,31.8875,33.4875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9212,Airport Safety Officer,790,COMMN,7075,2882,3503,,36.025,37.8375,39.725,41.7125,43.7875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9220,Airport Operations Supervisor,790,COMMN,7405,3387,4117,,42.3375,44.4625,46.675,49.0125,51.4625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9230,Airport Custodial Svcs Sprv,790,COMMN,6805,2527,3072,,31.5875,33.175,34.825,36.575,38.4,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9232,Airport Mechanical Maint Sprv,39,COMMN,9232H,5276,5276,,65.95,,,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9234,Airport Security ID Technician,790,COMMN,6330,2004,2435,,25.05,26.3,27.6125,28.9875,30.4375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9236,Airport Ground Transport Tech,790,COMMN,6330,2004,2435,,25.05,26.3,27.6125,28.9875,30.4375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9240,Airport Electrician,6,COMMN,7465,3486,4238,,43.575,45.7625,48.05,50.45,52.975,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9241,Airport Electrician Supervisor,6,COMMN,7635,3788,4604,,47.35,49.725,52.2,54.8125,57.55,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9242,Head Airport Electrician,6,COMMN,7735,3978,4835,,49.725,52.2,54.8125,57.55,60.4375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9247,Airport Emerg Planning Coord,351,COMMN,7265,3162,3844,,39.525,41.5,43.575,45.7625,48.05,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9251,Public Relations Mgr,351,COMMN,7820,4145,5039,,51.8125,54.4,57.125,59.9875,62.9875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9254,Airport Communications Officer,351,COMMN,9254H,3212,3904,6,40.15,42.15,44.2625,46.4875,48.8,51.2375,53.7875,,,,,,,,,,,,,
FY15-16,10/10/2015,9255,Airport Economic Planner,21,COMMN,7780,4067,4943,,50.8375,53.375,56.05,58.85,61.7875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9258,"Airport Asst Dep Dir, Bus&Fin",351,COMMN,8085,4717,5733,,58.9625,61.9,65,68.25,71.6625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9328,Apprentice Pile Worker I,34,COMMN,9328H,2186,2914,,27.325,29.6,31.875,34.15,36.425,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9329,Apprentice Pile Worker II,34,COMMN,9329H,2914,3461,,36.425,38.7125,40.9875,43.2625,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9330,Pile Worker,34,COMMN,7155,2997,3643,,37.4625,39.3375,41.3,43.375,45.5375,,,,,,,,,,,,,,,
FY15-16,10/10/2015,9331,Piledriver Engine Operator,3,COMMN,7230,3108,3777,,38.85,40.7875,42.825,44.9625,47.2125,,,,,,,,,,,,,,,
